"","region","Var1","Var2","value"
"434","OFC","pipeline 2","pipeline 7",0.969069969408573
"435","OFC","pipeline 3","pipeline 7",0.975271443000211
"436","OFC","pipeline 4","pipeline 7",0.967670980470824
"437","OFC","pipeline 5","pipeline 7",0.959966962859091
"438","OFC","pipeline 6","pipeline 7",0.982055914312221
"439","OFC","pipeline 7","pipeline 7",1
"440","OFC","pipeline 8","pipeline 7",0.932807970381583
"441","OFC","pipeline 1","pipeline 8",0.961233797350439
"442","OFC","pipeline 2","pipeline 8",0.957521267473113
"443","OFC","pipeline 3","pipeline 8",0.958956392124423
"444","OFC","pipeline 4","pipeline 8",0.958096464782944
"445","OFC","pipeline 5","pipeline 8",0.984253091549826
"446","OFC","pipeline 6","pipeline 8",0.955182778292949
"447","OFC","pipeline 7","pipeline 8",0.932807970381583
"448","OFC","pipeline 8","pipeline 8",1
"449","SFC","pipeline 1","pipeline 1",1
"450","SFC","pipeline 2","pipeline 1",0.99743895827793
"451","SFC","pipeline 3","pipeline 1",0.994553532687198
"452","SFC","pipeline 4","pipeline 1",0.992011907793478
"453","SFC","pipeline 5","pipeline 1",0.865614363073289
"454","SFC","pipeline 6","pipeline 1",0.239857706886957
"455","SFC","pipeline 7","pipeline 1",0.889024920927784
"456","SFC","pipeline 8","pipeline 1",0.721864149009528
"457","SFC","pipeline 1","pipeline 2",0.99743895827793
"458","SFC","pipeline 2","pipeline 2",1
"459","SFC","pipeline 3","pipeline 2",0.992333114516718
"460","SFC","pipeline 4","pipeline 2",0.995339761271581
"461","SFC","pipeline 5","pipeline 2",0.866418274635691
"462","SFC","pipeline 6","pipeline 2",0.245158603340477
"463","SFC","pipeline 7","pipeline 2",0.886052715518855
"464","SFC","pipeline 8","pipeline 2",0.715916394017288
"465","SFC","pipeline 1","pipeline 3",0.994553532687198
"466","SFC","pipeline 2","pipeline 3",0.992333114516718
"467","SFC","pipeline 3","pipeline 3",1
"468","SFC","pipeline 4","pipeline 3",0.995819804639811
"469","SFC","pipeline 5","pipeline 3",0.861887211627576
"470","SFC","pipeline 6","pipeline 3",0.247518912032804
"471","SFC","pipeline 7","pipeline 3",0.888695305240465
"472","SFC","pipeline 8","pipeline 3",0.718234739465959
"473","SFC","pipeline 1","pipeline 4",0.992011907793478
"474","SFC","pipeline 2","pipeline 4",0.995339761271581
"475","SFC","pipeline 3","pipeline 4",0.995819804639811
"476","SFC","pipeline 4","pipeline 4",1
"477","SFC","pipeline 5","pipeline 4",0.863492758739951
"478","SFC","pipeline 6","pipeline 4",0.25724676166431
"479","SFC","pipeline 7","pipeline 4",0.887340441230505
"480","SFC","pipeline 8","pipeline 4",0.714608381835173
"481","SFC","pipeline 1","pipeline 5",0.865614363073289
"482","SFC","pipeline 2","pipeline 5",0.866418274635691
"483","SFC","pipeline 3","pipeline 5",0.861887211627576
"484","SFC","pipeline 4","pipeline 5",0.863492758739951
"485","SFC","pipeline 5","pipeline 5",1
"486","SFC","pipeline 6","pipeline 5",0.191280614116666
"487","SFC","pipeline 7","pipeline 5",0.759535842864634
"488","SFC","pipeline 8","pipeline 5",0.644702454926961
"489","SFC","pipeline 1","pipeline 6",0.239857706886957
"490","SFC","pipeline 2","pipeline 6",0.245158603340477
"491","SFC","pipeline 3","pipeline 6",0.247518912032804
"492","SFC","pipeline 4","pipeline 6",0.25724676166431
"493","SFC","pipeline 5","pipeline 6",0.191280614116666
"494","SFC","pipeline 6","pipeline 6",1
"495","SFC","pipeline 7","pipeline 6",0.61173657742019
"496","SFC","pipeline 8","pipeline 6",0.108497944198719
"497","SFC","pipeline 1","pipeline 7",0.889024920927784
"498","SFC","pipeline 2","pipeline 7",0.886052715518855
"499","SFC","pipeline 3","pipeline 7",0.888695305240465
"500","SFC","pipeline 4","pipeline 7",0.887340441230505
"501","SFC","pipeline 5","pipeline 7",0.759535842864634
"502","SFC","pipeline 6","pipeline 7",0.61173657742019
"503","SFC","pipeline 7","pipeline 7",1
"504","SFC","pipeline 8","pipeline 7",0.597883065208799
"505","SFC","pipeline 1","pipeline 8",0.721864149009528
"506","SFC","pipeline 2","pipeline 8",0.715916394017288
"507","SFC","pipeline 3","pipeline 8",0.718234739465959
"508","SFC","pipeline 4","pipeline 8",0.714608381835173
"509","SFC","pipeline 5","pipeline 8",0.644702454926961
"510","SFC","pipeline 6","pipeline 8",0.108497944198719
"511","SFC","pipeline 7","pipeline 8",0.597883065208799
"512","SFC","pipeline 8","pipeline 8",1
"513","OC","pipeline 1","pipeline 1",1
"514","OC","pipeline 2","pipeline 1",0.997608942816515
"515","OC","pipeline 3","pipeline 1",0.99570455320609
"516","OC","pipeline 4","pipeline 1",0.993551146026511
"517","OC","pipeline 5","pipeline 1",0.73992675716101
"518","OC","pipeline 6","pipeline 1",0.951852051622651
"519","OC","pipeline 7","pipeline 1",0.953955007486305
"520","OC","pipeline 8","pipeline 1",0.889216582554869
"521","OC","pipeline 1","pipeline 2",0.997608942816515
"522","OC","pipeline 2","pipeline 2",1
"523","OC","pipeline 3","pipeline 2",0.991862360448147
"524","OC","pipeline 4","pipeline 2",0.994239745382183
"525","OC","pipeline 5","pipeline 2",0.738509915963829
"526","OC","pipeline 6","pipeline 2",0.949175089912268
"527","OC","pipeline 7","pipeline 2",0.951412133974776
"528","OC","pipeline 8","pipeline 2",0.887228024940912
"529","OC","pipeline 1","pipeline 3",0.99570455320609
"530","OC","pipeline 2","pipeline 3",0.991862360448147
"531","OC","pipeline 3","pipeline 3",1
"532","OC","pipeline 4","pipeline 3",0.996227593439456
"533","OC","pipeline 5","pipeline 3",0.734658449451544
"534","OC","pipeline 6","pipeline 3",0.945704827125337
"535","OC","pipeline 7","pipeline 3",0.946391060188744
"536","OC","pipeline 8","pipeline 3",0.89033540965969
"537","OC","pipeline 1","pipeline 4",0.993551146026511
"538","OC","pipeline 2","pipeline 4",0.994239745382183
"539","OC","pipeline 3","pipeline 4",0.996227593439456
"540","OC","pipeline 4","pipeline 4",1
"541","OC","pipeline 5","pipeline 4",0.735520190491116
"542","OC","pipeline 6","pipeline 4",0.94137641275024
"543","OC","pipeline 7","pipeline 4",0.941814395592927
"544","OC","pipeline 8","pipeline 4",0.884962897318951
"545","OC","pipeline 1","pipeline 5",0.73992675716101
"546","OC","pipeline 2","pipeline 5",0.738509915963829
"547","OC","pipeline 3","pipeline 5",0.734658449451544
"548","OC","pipeline 4","pipeline 5",0.735520190491116
"549","OC","pipeline 5","pipeline 5",1
"550","OC","pipeline 6","pipeline 5",0.735374537087078
"551","OC","pipeline 7","pipeline 5",0.708761143040891
"552","OC","pipeline 8","pipeline 5",0.70402744227636
"553","OC","pipeline 1","pipeline 6",0.951852051622651
"554","OC","pipeline 2","pipeline 6",0.949175089912268
"555","OC","pipeline 3","pipeline 6",0.945704827125337
"556","OC","pipeline 4","pipeline 6",0.94137641275024
"557","OC","pipeline 5","pipeline 6",0.735374537087078
"558","OC","pipeline 6","pipeline 6",1
"559","OC","pipeline 7","pipeline 6",0.976313385024604
"560","OC","pipeline 8","pipeline 6",0.921503687607067
"561","OC","pipeline 1","pipeline 7",0.953955007486305
"562","OC","pipeline 2","pipeline 7",0.951412133974776
"563","OC","pipeline 3","pipeline 7",0.946391060188744
"564","OC","pipeline 4","pipeline 7",0.941814395592927
"565","OC","pipeline 5","pipeline 7",0.708761143040891
"566","OC","pipeline 6","pipeline 7",0.976313385024604
"567","OC","pipeline 7","pipeline 7",1
"568","OC","pipeline 8","pipeline 7",0.875248657688327
"569","OC","pipeline 1","pipeline 8",0.889216582554869
"570","OC","pipeline 2","pipeline 8",0.887228024940912
"571","OC","pipeline 3","pipeline 8",0.89033540965969
"572","OC","pipeline 4","pipeline 8",0.884962897318951
"573","OC","pipeline 5","pipeline 8",0.70402744227636
"574","OC","pipeline 6","pipeline 8",0.921503687607067
"575","OC","pipeline 7","pipeline 8",0.875248657688327
"576","OC","pipeline 8","pipeline 8",1
"577","STG","pipeline 1","pipeline 1",1
"578","STG","pipeline 2","pipeline 1",0.999111880554972
"579","STG","pipeline 3","pipeline 1",0.998309581331518
"580","STG","pipeline 4","pipeline 1",0.997080474774073
"581","STG","pipeline 5","pipeline 1",0.936652737552619
"582","STG","pipeline 6","pipeline 1",0.886513888932981
"583","STG","pipeline 7","pipeline 1",0.901551873108765
"584","STG","pipeline 8","pipeline 1",0.875117588718765
"585","STG","pipeline 1","pipeline 2",0.999111880554972
"586","STG","pipeline 2","pipeline 2",1
"587","STG","pipeline 3","pipeline 2",0.997733802639037
"588","STG","pipeline 4","pipeline 2",0.998433470671453
"589","STG","pipeline 5","pipeline 2",0.932861258071338
"590","STG","pipeline 6","pipeline 2",0.880282417067557
"591","STG","pipeline 7","pipeline 2",0.897699352303077
"592","STG","pipeline 8","pipeline 2",0.870970438580519
"593","STG","pipeline 1","pipeline 3",0.998309581331518
"594","STG","pipeline 2","pipeline 3",0.997733802639037
"595","STG","pipeline 3","pipeline 3",1
"596","STG","pipeline 4","pipeline 3",0.998453377305462
"597","STG","pipeline 5","pipeline 3",0.932904324693203
"598","STG","pipeline 6","pipeline 3",0.884333766930791
"599","STG","pipeline 7","pipeline 3",0.901162263813887
"600","STG","pipeline 8","pipeline 3",0.872309633751511
"601","STG","pipeline 1","pipeline 4",0.997080474774074
"602","STG","pipeline 2","pipeline 4",0.998433470671453
"603","STG","pipeline 3","pipeline 4",0.998453377305462
"604","STG","pipeline 4","pipeline 4",1
"605","STG","pipeline 5","pipeline 4",0.927668478033531
"606","STG","pipeline 6","pipeline 4",0.877145318860916
"607","STG","pipeline 7","pipeline 4",0.897622183164751
"608","STG","pipeline 8","pipeline 4",0.866535623623829
"609","STG","pipeline 1","pipeline 5",0.936652737552619
"610","STG","pipeline 2","pipeline 5",0.932861258071338
"611","STG","pipeline 3","pipeline 5",0.932904324693203
"612","STG","pipeline 4","pipeline 5",0.927668478033532
"613","STG","pipeline 5","pipeline 5",1
"614","STG","pipeline 6","pipeline 5",0.949864893764397
"615","STG","pipeline 7","pipeline 5",0.861756869257363
"616","STG","pipeline 8","pipeline 5",0.963980833919672
"617","STG","pipeline 1","pipeline 6",0.886513888932981
"618","STG","pipeline 2","pipeline 6",0.880282417067557
"619","STG","pipeline 3","pipeline 6",0.884333766930791
"620","STG","pipeline 4","pipeline 6",0.877145318860916
"621","STG","pipeline 5","pipeline 6",0.949864893764397
"622","STG","pipeline 6","pipeline 6",1
"623","STG","pipeline 7","pipeline 6",0.947812132250448
"624","STG","pipeline 8","pipeline 6",0.914001105605434
"625","STG","pipeline 1","pipeline 7",0.901551873108765
"626","STG","pipeline 2","pipeline 7",0.897699352303076
"627","STG","pipeline 3","pipeline 7",0.901162263813887
"628","STG","pipeline 4","pipeline 7",0.897622183164751
"629","STG","pipeline 5","pipeline 7",0.861756869257363
"630","STG","pipeline 6","pipeline 7",0.947812132250448
"631","STG","pipeline 7","pipeline 7",1
"632","STG","pipeline 8","pipeline 7",0.805113132540922
"633","STG","pipeline 1","pipeline 8",0.875117588718765
"634","STG","pipeline 2","pipeline 8",0.870970438580519
"635","STG","pipeline 3","pipeline 8",0.872309633751511
"636","STG","pipeline 4","pipeline 8",0.866535623623829
"637","STG","pipeline 5","pipeline 8",0.963980833919672
"638","STG","pipeline 6","pipeline 8",0.914001105605434
"639","STG","pipeline 7","pipeline 8",0.805113132540922
"640","STG","pipeline 8","pipeline 8",1
"641","insula","pipeline 1","pipeline 1",1
"642","insula","pipeline 2","pipeline 1",0.99910842054196
"643","insula","pipeline 3","pipeline 1",0.998174603877782
"644","insula","pipeline 4","pipeline 1",0.997379876198785
"645","insula","pipeline 5","pipeline 1",0.923776043101736
"646","insula","pipeline 6","pipeline 1",0.858756455872729
"647","insula","pipeline 7","pipeline 1",0.911085944291346
"648","insula","pipeline 8","pipeline 1",0.917950869492903
"649","insula","pipeline 1","pipeline 2",0.99910842054196
"650","insula","pipeline 2","pipeline 2",1
"651","insula","pipeline 3","pipeline 2",0.997461844203023
"652","insula","pipeline 4","pipeline 2",0.998521406370708
"653","insula","pipeline 5","pipeline 2",0.921841515720856
"654","insula","pipeline 6","pipeline 2",0.854310683295852
"655","insula","pipeline 7","pipeline 2",0.907655620138522
"656","insula","pipeline 8","pipeline 2",0.916008764440053
"657","insula","pipeline 1","pipeline 3",0.998174603877782
"658","insula","pipeline 2","pipeline 3",0.997461844203023
"659","insula","pipeline 3","pipeline 3",1
"660","insula","pipeline 4","pipeline 3",0.998616282095023
"661","insula","pipeline 5","pipeline 3",0.922761443190161
"662","insula","pipeline 6","pipeline 3",0.856395234003345
"663","insula","pipeline 7","pipeline 3",0.909079733680968
"664","insula","pipeline 8","pipeline 3",0.916450886821341
"665","insula","pipeline 1","pipeline 4",0.997379876198785
"666","insula","pipeline 2","pipeline 4",0.998521406370708
"667","insula","pipeline 3","pipeline 4",0.998616282095023
"668","insula","pipeline 4","pipeline 4",1
"669","insula","pipeline 5","pipeline 4",0.920248741948989
"670","insula","pipeline 6","pipeline 4",0.852398404069279
"671","insula","pipeline 7","pipeline 4",0.906230297968386
"672","insula","pipeline 8","pipeline 4",0.914111495858155
"673","insula","pipeline 1","pipeline 5",0.923776043101736
"674","insula","pipeline 2","pipeline 5",0.921841515720856
"675","insula","pipeline 3","pipeline 5",0.922761443190162
"676","insula","pipeline 4","pipeline 5",0.920248741948989
"677","insula","pipeline 5","pipeline 5",1
"678","insula","pipeline 6","pipeline 5",0.924013610548655
"679","insula","pipeline 7","pipeline 5",0.853590299773801
"680","insula","pipeline 8","pipeline 5",0.999477762976559
"681","insula","pipeline 1","pipeline 6",0.858756455872729
"682","insula","pipeline 2","pipeline 6",0.854310683295852
"683","insula","pipeline 3","pipeline 6",0.856395234003345
"684","insula","pipeline 4","pipeline 6",0.852398404069279
"685","insula","pipeline 5","pipeline 6",0.924013610548655
"686","insula","pipeline 6","pipeline 6",1
"687","insula","pipeline 7","pipeline 6",0.947696448426189
"688","insula","pipeline 8","pipeline 6",0.922867569407205
"689","insula","pipeline 1","pipeline 7",0.911085944291346
"690","insula","pipeline 2","pipeline 7",0.907655620138522
"691","insula","pipeline 3","pipeline 7",0.909079733680968
"692","insula","pipeline 4","pipeline 7",0.906230297968386
"693","insula","pipeline 5","pipeline 7",0.853590299773801
"694","insula","pipeline 6","pipeline 7",0.947696448426189
"695","insula","pipeline 7","pipeline 7",1
"696","insula","pipeline 8","pipeline 7",0.848716227529173
"697","insula","pipeline 1","pipeline 8",0.917950869492903
"698","insula","pipeline 2","pipeline 8",0.916008764440053
"699","insula","pipeline 3","pipeline 8",0.916450886821341
"700","insula","pipeline 4","pipeline 8",0.914111495858155
"701","insula","pipeline 5","pipeline 8",0.999477762976559
"702","insula","pipeline 6","pipeline 8",0.922867569407205
"703","insula","pipeline 7","pipeline 8",0.848716227529173
"704","insula","pipeline 8","pipeline 8",1
"705","ITG","pipeline 1","pipeline 1",1
"706","ITG","pipeline 2","pipeline 1",0.996624352277831
"707","ITG","pipeline 3","pipeline 1",0.995373948048434
"708","ITG","pipeline 4","pipeline 1",0.994015379087672
"709","ITG","pipeline 5","pipeline 1",0.953300457074577
"710","ITG","pipeline 6","pipeline 1",0.784430341117386
"711","ITG","pipeline 7","pipeline 1",0.810212942062801
"712","ITG","pipeline 8","pipeline 1",0.871919028218162
"713","ITG","pipeline 1","pipeline 2",0.996624352277831
"714","ITG","pipeline 2","pipeline 2",1
"715","ITG","pipeline 3","pipeline 2",0.990999367685886
"716","ITG","pipeline 4","pipeline 2",0.99583642327423
"717","ITG","pipeline 5","pipeline 2",0.959503759852854
"718","ITG","pipeline 6","pipeline 2",0.786194587643127
"719","ITG","pipeline 7","pipeline 2",0.80179799989083
"720","ITG","pipeline 8","pipeline 2",0.882794253783538
"721","ITG","pipeline 1","pipeline 3",0.995373948048434
"722","ITG","pipeline 2","pipeline 3",0.990999367685886
"723","ITG","pipeline 3","pipeline 3",1
"724","ITG","pipeline 4","pipeline 3",0.994896846329026
"725","ITG","pipeline 5","pipeline 3",0.948757501059384
"726","ITG","pipeline 6","pipeline 3",0.782278495322757
"727","ITG","pipeline 7","pipeline 3",0.809393618234675
"728","ITG","pipeline 8","pipeline 3",0.875034997908401
"729","ITG","pipeline 1","pipeline 4",0.994015379087672
"730","ITG","pipeline 2","pipeline 4",0.99583642327423
"731","ITG","pipeline 3","pipeline 4",0.994896846329026
"732","ITG","pipeline 4","pipeline 4",1
"733","ITG","pipeline 5","pipeline 4",0.955786194102171
"734","ITG","pipeline 6","pipeline 4",0.780932925511261
"735","ITG","pipeline 7","pipeline 4",0.797115163139123
"736","ITG","pipeline 8","pipeline 4",0.881891663762989
"737","ITG","pipeline 1","pipeline 5",0.953300457074577
"738","ITG","pipeline 2","pipeline 5",0.959503759852853
"739","ITG","pipeline 3","pipeline 5",0.948757501059384
"740","ITG","pipeline 4","pipeline 5",0.955786194102171
"741","ITG","pipeline 5","pipeline 5",1
"742","ITG","pipeline 6","pipeline 5",0.819054928170906
"743","ITG","pipeline 7","pipeline 5",0.745503618422673
"744","ITG","pipeline 8","pipeline 5",0.959120256823136
"745","ITG","pipeline 1","pipeline 6",0.784430341117386
"746","ITG","pipeline 2","pipeline 6",0.786194587643127
"747","ITG","pipeline 3","pipeline 6",0.782278495322757
"748","ITG","pipeline 4","pipeline 6",0.780932925511261
"749","ITG","pipeline 5","pipeline 6",0.819054928170906
"750","ITG","pipeline 6","pipeline 6",1
"751","ITG","pipeline 7","pipeline 6",0.935072936641663
"752","ITG","pipeline 8","pipeline 6",0.786179921817192
"753","ITG","pipeline 1","pipeline 7",0.810212942062801
"754","ITG","pipeline 2","pipeline 7",0.80179799989083
"755","ITG","pipeline 3","pipeline 7",0.809393618234675
"756","ITG","pipeline 4","pipeline 7",0.797115163139123
"757","ITG","pipeline 5","pipeline 7",0.745503618422673
"758","ITG","pipeline 6","pipeline 7",0.935072936641663
"759","ITG","pipeline 7","pipeline 7",1
"760","ITG","pipeline 8","pipeline 7",0.672959945468199
"761","ITG","pipeline 1","pipeline 8",0.871919028218162
"762","ITG","pipeline 2","pipeline 8",0.882794253783538
"763","ITG","pipeline 3","pipeline 8",0.875034997908401
"764","ITG","pipeline 4","pipeline 8",0.881891663762989
"765","ITG","pipeline 5","pipeline 8",0.959120256823136
"766","ITG","pipeline 6","pipeline 8",0.786179921817192
"767","ITG","pipeline 7","pipeline 8",0.672959945468199
"768","ITG","pipeline 8","pipeline 8",1
"769","PC","pipeline 1","pipeline 1",1
"770","PC","pipeline 2","pipeline 1",0.997265490860758
"771","PC","pipeline 3","pipeline 1",0.989940218598966
"772","PC","pipeline 4","pipeline 1",0.982680301517405
"773","PC","pipeline 5","pipeline 1",0.973103846228622
"774","PC","pipeline 6","pipeline 1",0.90985306000496
"775","PC","pipeline 7","pipeline 1",0.888193253167146
"776","PC","pipeline 8","pipeline 1",0.874403194240098
"777","PC","pipeline 1","pipeline 2",0.997265490860758
"778","PC","pipeline 2","pipeline 2",1
"779","PC","pipeline 3","pipeline 2",0.989631725611652
"780","PC","pipeline 4","pipeline 2",0.988918222117943
"781","PC","pipeline 5","pipeline 2",0.965462669481422
"782","PC","pipeline 6","pipeline 2",0.900635422256559
"783","PC","pipeline 7","pipeline 2",0.886872889045211
"784","PC","pipeline 8","pipeline 2",0.861851324090704
"785","PC","pipeline 1","pipeline 3",0.989940218598967
"786","PC","pipeline 2","pipeline 3",0.989631725611652
"787","PC","pipeline 3","pipeline 3",1
"788","PC","pipeline 4","pipeline 3",0.994055286221195
"789","PC","pipeline 5","pipeline 3",0.962395015957846
"790","PC","pipeline 6","pipeline 3",0.895775678107889
"791","PC","pipeline 7","pipeline 3",0.873660161281459
"792","PC","pipeline 8","pipeline 3",0.867905782445205
"793","PC","pipeline 1","pipeline 4",0.982680301517405
"794","PC","pipeline 2","pipeline 4",0.988918222117943
"795","PC","pipeline 3","pipeline 4",0.994055286221196
"796","PC","pipeline 4","pipeline 4",1
"797","PC","pipeline 5","pipeline 4",0.949515643925799
"798","PC","pipeline 6","pipeline 4",0.880646546996611
"799","PC","pipeline 7","pipeline 4",0.870237067900012
"800","PC","pipeline 8","pipeline 4",0.847156774544379
"801","PC","pipeline 1","pipeline 5",0.973103846228622
"802","PC","pipeline 2","pipeline 5",0.965462669481422
"803","PC","pipeline 3","pipeline 5",0.962395015957846
"804","PC","pipeline 4","pipeline 5",0.949515643925799
"805","PC","pipeline 5","pipeline 5",1
"806","PC","pipeline 6","pipeline 5",0.938092284969464
"807","PC","pipeline 7","pipeline 5",0.865705396810001
"808","PC","pipeline 8","pipeline 5",0.945329966796632
"809","PC","pipeline 1","pipeline 6",0.90985306000496
"810","PC","pipeline 2","pipeline 6",0.900635422256559
"811","PC","pipeline 3","pipeline 6",0.895775678107889
"812","PC","pipeline 4","pipeline 6",0.880646546996611
"813","PC","pipeline 5","pipeline 6",0.938092284969464
"814","PC","pipeline 6","pipeline 6",1
"815","PC","pipeline 7","pipeline 6",0.957582063978939
"816","PC","pipeline 8","pipeline 6",0.873999696650714
"817","PC","pipeline 1","pipeline 7",0.888193253167146
"818","PC","pipeline 2","pipeline 7",0.886872889045211
"819","PC","pipeline 3","pipeline 7",0.873660161281459
"820","PC","pipeline 4","pipeline 7",0.870237067900012
"821","PC","pipeline 5","pipeline 7",0.865705396810001
"822","PC","pipeline 6","pipeline 7",0.957582063978939
"823","PC","pipeline 7","pipeline 7",1
"824","PC","pipeline 8","pipeline 7",0.760311338719432
"825","PC","pipeline 1","pipeline 8",0.874403194240098
"826","PC","pipeline 2","pipeline 8",0.861851324090704
"827","PC","pipeline 3","pipeline 8",0.867905782445205
"828","PC","pipeline 4","pipeline 8",0.847156774544379
"829","PC","pipeline 5","pipeline 8",0.945329966796632
"830","PC","pipeline 6","pipeline 8",0.873999696650714
"831","PC","pipeline 7","pipeline 8",0.760311338719432
"832","PC","pipeline 8","pipeline 8",1
"833","EC","pipeline 1","pipeline 1",1
"834","EC","pipeline 2","pipeline 1",0.992475901668896
"835","EC","pipeline 3","pipeline 1",0.992455364726021
"836","EC","pipeline 4","pipeline 1",0.993840642483879
"837","EC","pipeline 5","pipeline 1",0.91397393041447
"838","EC","pipeline 6","pipeline 1",0.761197191204742
"839","EC","pipeline 7","pipeline 1",0.826476373668097
"840","EC","pipeline 8","pipeline 1",0.908346967952072
"841","EC","pipeline 1","pipeline 2",0.992475901668896
"842","EC","pipeline 2","pipeline 2",1
"843","EC","pipeline 3","pipeline 2",0.97916737641376
"844","EC","pipeline 4","pipeline 2",0.994715554174196
"845","EC","pipeline 5","pipeline 2",0.914824728340335
"846","EC","pipeline 6","pipeline 2",0.769997023365747
"847","EC","pipeline 7","pipeline 2",0.825010731964092
"848","EC","pipeline 8","pipeline 2",0.908918620757771
"849","EC","pipeline 1","pipeline 3",0.992455364726021
"850","EC","pipeline 2","pipeline 3",0.97916737641376
"851","EC","pipeline 3","pipeline 3",1
"852","EC","pipeline 4","pipeline 3",0.989543242853908
"853","EC","pipeline 5","pipeline 3",0.901889662766857
"854","EC","pipeline 6","pipeline 3",0.751606851077863
"855","EC","pipeline 7","pipeline 3",0.826691392967892
"856","EC","pipeline 8","pipeline 3",0.897646624289834
"857","EC","pipeline 1","pipeline 4",0.993840642483879
"858","EC","pipeline 2","pipeline 4",0.994715554174197
"859","EC","pipeline 3","pipeline 4",0.989543242853908
"860","EC","pipeline 4","pipeline 4",1
"861","EC","pipeline 5","pipeline 4",0.913984073702364
"862","EC","pipeline 6","pipeline 4",0.765710741053649
"863","EC","pipeline 7","pipeline 4",0.823954844627424
"864","EC","pipeline 8","pipeline 4",0.909359239539231
"865","EC","pipeline 1","pipeline 5",0.91397393041447
"866","EC","pipeline 2","pipeline 5",0.914824728340335
"867","EC","pipeline 3","pipeline 5",0.901889662766857
"868","EC","pipeline 4","pipeline 5",0.913984073702364
"869","EC","pipeline 5","pipeline 5",1
"870","EC","pipeline 6","pipeline 5",0.841644684242666
"871","EC","pipeline 7","pipeline 5",0.72113173165691
"872","EC","pipeline 8","pipeline 5",0.998326735531352
"873","EC","pipeline 1","pipeline 6",0.761197191204742
"874","EC","pipeline 2","pipeline 6",0.769997023365747
"875","EC","pipeline 3","pipeline 6",0.751606851077863
"876","EC","pipeline 4","pipeline 6",0.765710741053649
"877","EC","pipeline 5","pipeline 6",0.841644684242666
"878","EC","pipeline 6","pipeline 6",1
"879","EC","pipeline 7","pipeline 6",0.851268708962672
"880","EC","pipeline 8","pipeline 6",0.847240344656154
"881","EC","pipeline 1","pipeline 7",0.826476373668097
"882","EC","pipeline 2","pipeline 7",0.825010731964092
"883","EC","pipeline 3","pipeline 7",0.826691392967892
"884","EC","pipeline 4","pipeline 7",0.823954844627424
"885","EC","pipeline 5","pipeline 7",0.72113173165691
"886","EC","pipeline 6","pipeline 7",0.851268708962672
"887","EC","pipeline 7","pipeline 7",1
"888","EC","pipeline 8","pipeline 7",0.722853696780541
"889","EC","pipeline 1","pipeline 8",0.908346967952072
"890","EC","pipeline 2","pipeline 8",0.908918620757771
"891","EC","pipeline 3","pipeline 8",0.897646624289834
"892","EC","pipeline 4","pipeline 8",0.909359239539231
"893","EC","pipeline 5","pipeline 8",0.998326735531352
"894","EC","pipeline 6","pipeline 8",0.847240344656154
"895","EC","pipeline 7","pipeline 8",0.722853696780541
"896","EC","pipeline 8","pipeline 8",1
